Year,Month,DayPeriod,Type,Operator,Location,LocationType,Continent,Country,WaterBodyType,WaterBodyName,FederalSubject,CauseCategory,WeatherCondition,Survivors,FlightPhase,Aboard,Ground,Fatalities,SurvivalSeverity,latitude,longitude,geocoded_info
1992,Jul,Afternoon,Airbus A310-304,Thai Airways," Kathmandu, Nepal",Land,Asia,Nepal,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,113,0,113,None Survived,27.708317,85.3205817,
1992,Jul,Afternoon,Yakovlev YAK-42D,China General Aviation Corporation,"Nanjing, Jiangsu, China",Land,Asia,China,Unknown,Unknown,Jiangsu,Mechanical,Unknown,No,Unknown,126,0,108,Partial Survived,32.0438284,118.7788631,
1992,Aug,Unknown,Convair CV-440-80,Servicios Aereos Santa Ana,"Colorado, Bolivia",Land,South America,Bolivia,Unknown,Unknown,Unknown,Weather,Unknown,No,Unknown,10,0,10,None Survived,-17.5429363,-64.7991084,
1992,Aug,Morning,Swearingen SA-227AC Metro III,Lone Star Airlines,"Hot Springs, Arizona",Land,North America,United States,Unknown,Unknown,Arizona,Unknown,Unknown,No,Unknown,3,0,3,None Survived,33.0479902,-109.4410421,
1992,Aug,Night,Tupolev TU-134A,Aeroflot," Ivanovo, Russia",Land,Europe,Russia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,84,0,84,None Survived,56.9956855,40.9812104,
1992,Aug,Morning,de Havilland Canada DHC-4T Caribou,NewCal Aviation,"Gimli, Manitoba, Canada",Land,North America,Canada,Unknown,Unknown,Manitoba,Unknown,Unknown,No,Unknown,3,0,3,None Survived,50.6323125,-96.9881076,
1992,Aug,Unknown,Fairchild C123K,Military - Salvadorian Air Force,El Salvador,Land,North America,El Salvador,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,14,0,12,Partial Survived,13.8000382,-88.9140683,
1992,Aug,Unknown,de Havilland Canada DHC-6 Twin Otter 300,Military - Peruvian Air Force - TANS," Iquitos, Peru",Land,South America,Peru,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,41,0,8,Partial Survived,-3.749365,-73.2444145,
1992,Aug,Night,Douglas DC-3,Professional Aviation Services,"Jamba, Angola",Land,Africa,Angola,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,17,0,3,Partial Survived,-14.6902435,16.0305922,
1992,Sep,Afternoon,Beechcraft C-45H,EXA Inc.,"Hinckley, Illinois",Land,North America,United States,Unknown,Unknown,Illinois,Unknown,Unknown,No,Take,12,0,12,None Survived,41.7689183,-88.640913,
1992,Sep,Unknown,Fokker F-27 Friendship 500,Expresso AÃƒÂ©reo,"Bellavista, Peru",Land,South America,Peru,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,43,1,1,Partial Survived,-7.6842476,-76.3153378,
1992,Sep,Unknown,Mil Mi-8 (helicopter),Kamchatavia,"Kozyrevsk, Russia",Land,Europe,Russia,Unknown,Unknown,Unknown,Unknown,Unknown,No,En Route,14,0,10,Partial Survived,56.0498765,159.8703005,
1992,Sep,Morning,Aerospatiale AS-350B,Air Taxi - Hawaii Helicopters Inc.,"Hana, Hawaii",Land,North America,United States,Unknown,Unknown,Hawaii,Weather,Rain,No,En Route,7,0,7,None Survived,20.7671042,-155.990752,
1992,Sep,Unknown,Douglas C-118A,Aero Ejecutivos," Curacao, Netherlands Antilles",Land,Unknown,Unknown,Unknown,Unknown,Netherlands Antilles,Unknown,Unknown,No,En Route,3,0,3,None Survived,12.1845,-68.6607923,
1992,Sep,Unknown,Curtiss C-46F-1-CU,Avesca Colombia,"Bogota, Colombia",Land,South America,Colombia,Unknown,Unknown,Unknown,Mechanical,Unknown,No,Take,11,0,11,None Survived,4.653384,-74.0836332,
1992,Sep,Unknown,Mil Mi-8 (helicopter),Yakutavia," Kular, Russia",Land,Europe,Russia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,10,0,10,None Survived,70.639252,134.349777,
1992,Sep,Evening,Lockheed C-130H,Military - Federal Nigerian Air Force," Lagos, Nigeria",Land,Africa,Nigeria,Unknown,Unknown,Unknown,Unknown,Unknown,No,Take,158,0,158,None Survived,6.4550575,3.3941795,
1992,Oct,Evening,Boeing B-747-258F,El Al,"Amsterdam, Netherlands",Land,Europe,Netherlands,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,4,47,4,None Survived,52.3730796,4.8924534,
1992,Oct,Morning,Lockheed C-130E Hercules,Miltiary - U.S. Airforce,"Berkeley Springs, West Virginia",Land,North America,United States,Unknown,Unknown,West Virginia,Unknown,Unknown,No,Unknown,6,0,6,None Survived,39.6267975,-78.2279514,
1992,Oct,Unknown,Avia 14M-40,Wuhan Airlines," Dingxi, China",Land,Asia,China,Unknown,Unknown,Unknown,Mechanical,Unknown,No,Unknown,35,0,14,Partial Survived,35.1773165,104.59362,
1992,Oct,Unknown,Antonov 32,Kiev Production Association,"Mogadiscio, Somalia",Land,Africa,Somalia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,13,0,1,Partial Survived,2.0349312,45.3419183,
1992,Oct,Unknown,CASA 235-10,Merpati Nusantara Airlines," Garut, Jawa, Indonesia",Land,Asia,Indonesia,Unknown,Unknown,Jawa,Weather,Rain,No,Unknown,31,0,31,None Survived,-7.3430133,107.7030117,
1992,Oct,Unknown,Antonov AN-28,Syktyvkar Avia," Usti Nem, Russia",Land,Europe,Russia,Unknown,Unknown,Unknown,Mechanical,Unknown,No,Take,16,0,15,Partial Survived,50.225582,13.417055,Matched: Usti Nem
1992,Oct,Unknown,de Havilland Canada DHC-6 Twin Otter 300,Military - Peruvian Air Force," Lake Caballochoa, Peru",Watery,South America,Peru,Gulf, Lake,Unknown,Mechanical,Unknown,No,En Route,11,0,8,Partial Survived,-6.8699697,-75.0458515,Matched: Peru
1992,Oct,Unknown,Antonov AN-8,Aeroflot,"Chita, Russia",Land,Europe,Russia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,14,0,13,Partial Survived,52.0279939,113.4050512,
1992,Oct,Morning,Piper PA-42,Air Taxi - Alpine Aviation,"Grand Junction, Colorado",Land,North America,United States,Unknown,Unknown,Colorado,Weather,Rain,No,Take,3,0,3,None Survived,39.0672568,-108.56448,
1992,Nov,Evening,Cessna 402C,Air Taxi - Baker Aviation Inc.,"Kiana, Alaska",Land,North America,United States,Unknown,Unknown,Alaska,Weather,Rain,No,Unknown,3,0,3,None Survived,66.9721715,-160.4388711,
1992,Nov,Unknown,Antonov AN-22A,Military - Russian Air Force," Tver, Russia",Land,Europe,Russia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,33,0,33,None Survived,56.858675,35.9208284,
1992,Nov,Unknown,Mil Mi-8 (helicopter),Military - Indian Air Force," Bombay, India",Watery,Asia,India,Gulf," Bombay,",Unknown,Unknown,Unknown,No,Unknown,20,0,20,None Survived,19.054999,72.8692035,
1992,Nov,Morning,Yakovlev YAK-40,Vietnam Airlines," Nha Trang, Vietnam",Land,Asia,Vietnam,Unknown,Unknown,Unknown,Weather,Rain,No,Landing,31,0,30,Partial Survived,12.2348769,109.1941443,
1992,Nov,Unknown,Ilyushin IL-18D,Aerocaribbean - Charter," Porto Plata, Dominican Republic",Land,North America,Dominican Republic,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,34,0,34,None Survived,18.1584387,-66.2377196,Matched: Porto Plata
1992,Nov,Afternoon,Cessna T207A,Air Taxi - Wilderness Aviation Inc.,"Elk City, Idaho",Land,North America,United States,Unknown,Unknown,Idaho,Weather,Rain,No,Unknown,3,0,3,None Survived,45.8268527,-115.4367941,
1992,Nov,Morning,Boeing B-737-3Y0,China Southern Airlines," Liutang, Guangxi, China",Land,Asia,China,Unknown,Unknown,Guangxi,Unknown,Unknown,No,Unknown,141,0,141,None Survived,24.9973865,110.2876039,
1992,Nov,Night,Lockheed C-141B / Lockheed C141B,Military - U.S. Air Force / Military - U.S. Air Force," Harlem, Montana",Land,North America,United States,Unknown,Unknown,Montana,Weather,Rain,No,Unknown,13,0,13,None Survived,48.532501,-108.784903,
1992,Dec,Unknown,Britten-Norman BN-2B-27 Islander,Aero Sudpacifico,"Uruapan, Mexico",Land,North America,Mexico,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,9,0,9,None Survived,19.4147269,-102.0522647,
1992,Dec,Unknown,Fokker F-27 Friendship 400M,Scibe Airlift Cargo Zaire,"Goma, Congo",Land,Africa,Congo,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,37,0,37,None Survived,-1.6665685,29.225652,
1992,Dec,Morning,McDonnell Douglas DC-10-30CF,Martinair Holland NV,"Faro, Algarve, Portugal",Land,Europe,Portugal,Unknown,Unknown,Algarve,Unknown,Unknown,No,Landing,340,0,56,Partial Survived,37.0162727,-7.9351771,Matched: Faro
1992,Dec,Morning,Boeing B-727-2L5 / MiG23UB,Libya Arab Airlines / Military -  Libya Air Force,"Tripoli, Libya",Land,Africa,Libya,Unknown,Unknown,Unknown,External,Unknown,No,Unknown,157,0,157,None Survived,32.896672,13.1777923,
1993,Jan,Afternoon,Bell 206B3,Air Taxi - South Coast Helicopters Inc.,"Ofden, Utah",Land,North America,United States,Unknown,Unknown,Utah,Weather,Unknown,No,Landing,4,0,4,None Survived,50.859209,6.1535544,Matched: Ofden
1993,Jan,Evening,de Havilland Canada DHC-8-301,Lufthansa Cityline,"Paris, France",Land,Europe,France,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,23,0,4,Partial Survived,48.8534951,2.3483915,
1993,Jan,Unknown,Hawker Siddeley HS-748-234,Bouraq Indonesia Airlines,"Surabaya, Indonesia",Watery,Asia,Indonesia,Gulf,"Surabaya,",Unknown,Unknown,Unknown,No,Take,44,0,17,Partial Survived,-7.2462836,112.7377674,
1993,Jan,Unknown,Embraer 110P1 Bandeirante,Titan Airways,"Sellafield, England",Land,Europe,England,Unknown,Unknown,Unknown,Weather,Fog,No,Unknown,2,0,2,None Survived,54.4166451,-3.5104538,
1993,Jan,Morning,Douglas C-47A,Central Mountain Air Services," Bronson Creek, British Colombia, Canada",Land,North America,Canada,Unknown,Unknown,British Colombia,Unknown,Unknown,No,Take,2,0,2,None Survived,56.6388164,-131.0016939,
1993,Jan,Unknown,Nord 262A-44,Trans Service Airlift,"Kinshasa, Democratic Republic of Congo",Land,Unknown,Unknown,Unknown,Unknown,Democratic Republic of Congo,Unknown,Unknown,No,Take,21,0,3,Partial Survived,-4.3196982,15.3424196,Matched: Kinshasa
1993,Jan,Unknown,Shorts SC-7 Skyvan 3-100,Pan Malaysian Air Transport,"Sumatra, Indonesia",Land,Asia,Indonesia,Unknown,Unknown,Unknown,Weather,Thunderstorm,No,Unknown,16,0,16,None Survived,-0.1432942,101.6241024,
1993,Feb,Afternoon,Tupolev TU-154M / Sukhoi Su-24,Iran Air Tours  /  Military - Iranian Air Force," Tehran, Iran",Land,Asia,Iran,Unknown,Unknown,Unknown,External,Unknown,No,Unknown,133,0,133,None Survived,35.6892523,51.3896004,
1993,Feb,Unknown,Mil Mi-8,Military - Afghan Republican Air Force," Daraim, Afghanistan",Land,Asia,Afghanistan,Unknown,Unknown,Unknown,Unknown,Unknown,No,En Route,30,0,30,None Survived,36.9111458,70.3685584,
1993,Feb,Unknown,Convair CV-440,Cargo Three Panama,"Bogota, Colombia",Land,South America,Colombia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,2,0,2,None Survived,4.653384,-74.0836332,
1993,Feb,Unknown,Dornier 228-201,Formosa Airlines," Green Island, Taiwan",Land,Asia,Taiwan,Unknown,Unknown,Unknown,Weather,Rain,No,Unknown,6,0,6,None Survived,22.6616764,121.492596,
1993,Mar,Morning,Fokker 100,Palair Macedonian,"Skopje, Macedonia",Land,Europe,Macedonia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Take,97,0,83,Partial Survived,41.9961816,21.4319213,
1993,Mar,Night,Beechcraft 58,Air Taxi - Guinn Flying Service,"Grants, New Mexico",Land,North America,United States,Unknown,Unknown,New Mexico,Weather,Rain,No,En Route,4,0,4,None Survived,35.14726,-107.851446,
1993,Mar,Evening,Beech Super King Air 200,West Aviation,"Dagali, Norway",Land,Europe,Norway,Unknown,Unknown,Unknown,Weather,Unknown,No,Unknown,10,0,3,Partial Survived,60.4114528,8.4408805,
1993,Mar,Afternoon,Embraer EMB-110 Bandeirante,Oeste Linhas Aereas," Tangara de Serra, Brazil",Land,South America,Brazil,Unknown,Unknown,Unknown,Weather,Rain,No,Take,6,0,6,None Survived,-13.406856,-58.3182455,
1993,Mar,Afternoon,Boeing B-747-466,Japan Air Lines,"Anchorage, Alaska",Land,North America,United States,Unknown,Unknown,Alaska,Unknown,Unknown,No,Unknown,5,0,0,All Survived,61.2163129,-149.894852,
1993,Apr,Night,Fairchild SA227-TT,Private,"Blountville, Tennesee",Land,Unknown,Unknown,Unknown,Unknown,Tennesee,Unknown,Unknown,No,Unknown,4,0,4,None Survived,36.5331586,-82.326806,Matched: Blountville
1993,Apr,Afternoon,Aerospatiale SA316B,Air Taxi - Sea PacifiInc.,"Aspen, Colorado",Land,North America,United States,Unknown,Unknown,Colorado,Unknown,Unknown,No,En Route,4,0,3,Partial Survived,39.1911128,-106.82356,
1993,Apr,Unknown,McDonnell Douglas DC-9-15,Linea Aeropostal Venezolana," Margarita Island, Venezuela",Land,South America,Venezuela,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,11,0,11,None Survived,11.0205596,-63.9073984,
1993,Apr,Night,McDonnell Douglas MD-11,China Eastern Airlines,"950 nm S of  Shemya, Alaska",Land,North America,United States,Unknown,Unknown,Alaska,Unknown,Unknown,No,En Route,264,0,2,Partial Survived,64.4459613,-149.680909,Matched: Alaska
1993,Apr,Afternoon,Mitsubishi MU-2B-60,Private,"Zwingle, Iowa",Land,North America,United States,Unknown,Unknown,Iowa,Unknown,Unknown,No,Landing,8,0,8,None Survived,42.2975404,-90.6875607,
1993,Apr,Unknown,Antonov AN-26B,MIAT - Mongolian Airlines,"Zavnah, Mongolia",Land,Asia,Mongolia,Unknown,Unknown,Unknown,Weather,Unknown,No,Unknown,40,0,40,None Survived,46.8250388,103.8499736,Matched: Mongolia
1993,Apr,Afternoon,Boeing B-737-2A8,Indian Airlines,"Aurangabad, India",Land,Asia,India,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,118,0,56,Partial Survived,19.877263,75.3390241,
1993,Apr,Unknown,Antonov AN-32,Military - Afghan Republican Air Force," Kholm, Afghanistan",Land,Asia,Afghanistan,Unknown,Unknown,Unknown,Weather,Fog,No,Unknown,76,0,76,None Survived,36.814534,67.743267,
1993,Apr,Night,de Havilland  Canada  DHC-5D Buffalo,Military - Zambian Air Force,"  Libreville, Gambia",Land,Africa,Gambia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,30,0,30,None Survived,0.4086518,9.4418849,Matched: Libreville
1993,Apr,Night,Beechcraft C99,GP Express Airlines,"Shelton, Nebraska",Land,North America,United States,Unknown,Unknown,Nebraska,Unknown,Unknown,No,Unknown,2,0,2,None Survived,40.7806605,-98.7341271,
1993,May,Unknown,Britten-Norman BN-2A-6 Islander,Fiji Air,"Suva, Fiji",Land,Oceania,Fiji,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,2,0,2,None Survived,-18.1415884,178.4421662,
1993,May,Unknown,Douglas DC-6BF,Carga del Caribe," Cancun, Mexico",Land,North America,Mexico,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,5,0,3,Partial Survived,21.1527467,-86.8425761,
1993,May,Afternoon,Boeing B-727-46,SAM Colombia," Medellin, Colombia",Land,South America,Colombia,Unknown,Unknown,Unknown,Weather,Rain,No,Landing,132,0,132,None Survived,6.2697324,-75.6025597,
1993,Jun,Unknown,de Havilland Canada DHC-6 Twin Otter 300,Aerotaca,"El Yopal, Colombia",Land,South America,Colombia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,2,0,2,None Survived,5.3356662,-72.3936931,
1993,Jun,Unknown,Cessna 404 Titan,Sasco Air Lines," Ariab, Sudan",Land,Africa,Sudan,Unknown,Unknown,Unknown,Unknown,Unknown,No,Take,11,0,11,None Survived,18.7045835,35.3912574,
1993,Jun,Unknown,Britten-Norman  BN-2A-20 Trislander,Southwest Air,"Gulgubip, Papua New Guinea",Land,Oceania,Papua New Guinea,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,11,0,9,Partial Survived,-5.2791781,141.540814,
1993,Jun,Unknown,de Havilland Canada DHC-6 Twin Otter 300,Merpati Nasantara Airlines,"Nabire, Indonesia",Land,Asia,Indonesia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Take,3,0,1,Partial Survived,-3.360285,135.5023653,
1993,Jun,Night,Antonov AN-26,Tajikistan Airlines," Tbilisi, Georgia",Land,Europe,Georgia,Unknown,Unknown,Unknown,Weather,Thunderstorm,No,Unknown,40,0,40,None Survived,41.6934591,44.8014495,
1993,Jul,Unknown,Fokker F-28 Fellowship 3000,Merpati Nusantara Airlines,"Sorong, Irian Jaya, Indonesia",Land,Asia,Indonesia,Unknown,Unknown,Irian Jaya,Weather,Rain,No,Unknown,43,0,41,Partial Survived,-0.8634105,131.2544805,Matched: Sorong
1993,Jul,Unknown,Mil Mi-8,Military - Georgian Air Force," Ochamchire, Georgia",Land,Europe,Georgia,Unknown,Unknown,Unknown,External,Unknown,No,Unknown,23,0,23,None Survived,42.7121136,41.4721354,
1993,Jul,Unknown,Cessna 402C,Hyannis Air Service - Air Taxi,"Las Vegas, Nevada",Land,North America,United States,Unknown,Unknown,Nevada,Unknown,Unknown,No,Take,3,0,3,None Survived,36.1674263,-115.1484131,
1993,Jul,Afternoon,"Helicopter, Hughes 369HS",Private,"Talladega, Alabama",Land,North America,United States,Unknown,Unknown,Alabama,Unknown,Unknown,No,Unknown,2,0,1,Partial Survived,33.3967079,-86.1597137,
1993,Jul,Afternoon,British Aerospace 146-300,China Northwest Airlines,"Yinchuan, China",Land,Asia,China,Unknown,Unknown,Unknown,Mechanical,Unknown,No,Take,113,0,55,Partial Survived,38.4852037,106.2261926,
1993,Jul,Afternoon,Boeing B-737-5L9,Asiana Airlines,"Haenam, South Korea",Land,Asia,South Korea,Unknown,Unknown,Unknown,Weather,Rain,No,Landing,110,0,68,Partial Survived,34.55269,126.52431,
1993,Jul,Unknown,Shorts SC-7 Skyvan 3-100,Hornbill Airways,"Serawak, Malaysia",Land,Asia,Malaysia,Unknown,Unknown,Unknown,Weather,Unknown,No,Landing,17,0,1,Partial Survived,3.2106046,101.7491114,
1993,Jul,Afternoon,Dornier Do-228-101,Everest Air,"Devghat, Nepal",Land,Asia,Nepal,Unknown,Unknown,Unknown,Weather,Unknown,No,Landing,19,0,19,None Survived,27.8104986,84.3671014,
1993,Aug,Afternoon,Beechcraft C-90,Air Taxi - Air Medical Leasing,"Augusta, Georgia",Land,Europe,Georgia,Unknown,Unknown,Unknown,Weather,Thunderstorm,No,Unknown,4,0,4,None Survived,33.4709714,-81.9748429,
1993,Aug,Afternoon,McDonnell Douglas DC-8-61,American International Airways,"Leeward Point Airfield, Guantanamo Bay, Cuba",Watery,North America,Cuba,Gulf,"Guantanamo Bay,",Unknown,Unknown,Unknown,No,Landing,3,0,0,All Survived,19.9185556,-75.1593258,Matched: Guantanamo Bay
1993,Aug,Unknown,Let 410UVP-E,Sakha Airlines," Aldan, Russia",Land,Europe,Russia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,24,0,24,None Survived,58.608414,125.388222,
1993,Aug,Morning,Yakovlev YAK-40,Tajikistan Airlines,"Khorag, Tajikistan",Land,Asia,Tajikistan,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,86,0,82,Partial Survived,38.6281733,70.8156541,Matched: Tajikistan
1993,Sep,Afternoon,Airbus A320-211,Lufthansa,"Warsaw, Poland",Land,Europe,Poland,Unknown,Unknown,Unknown,Weather,Rain,No,Landing,70,0,2,Partial Survived,52.2333742,21.0711489,
1993,Sep,Unknown,Tupolev TU-134A,Transair Georgia Airlines,"Sukhumi, Georgia",Land,Europe,Georgia,Unknown,Unknown,Unknown,External,Unknown,No,Unknown,27,0,27,None Survived,43.0033629,41.0192741,
1993,Sep,Evening,Tupolev TU-154B,Transair Georgia Airlines,"Sukhumi, Georgia",Land,Europe,Georgia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,132,0,106,Partial Survived,43.0033629,41.0192741,
1993,Sep,Unknown,Tupolev 134A,Transair Georgia Airlines,"Sukhumi,  Georgia",Land,Europe,Georgia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,30,0,1,Partial Survived,43.0033629,41.0192741,
1993,Oct,Unknown,Mil Mi-8 (helicopter),Military - Georgian Air Force," Svanetia, Georgia",Land,Europe,Georgia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,60,0,60,None Survived,42.635452,42.2487138,
1993,Oct,Unknown,GAF Nomad N-22,Hibiscus Air,"Franz Josef Glacier, New Zealand",Land,Oceania,New Zealand,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,9,0,9,None Survived,-43.4757369,170.198137,
1993,Oct,Afternoon,McDonnell Douglas MD-82,China Eastern Airlines,"Fuzhou, China",Land,Asia,China,Unknown,Unknown,Unknown,Weather,Rain,No,Landing,80,0,2,Partial Survived,26.0774954,119.2918215,
1993,Oct,Evening,de Havilland Canada DHC-6 Twin Otter 300,Wideroe's Flyveselksap," Namsos, Norway",Land,Europe,Norway,Unknown,Unknown,Unknown,Weather,Rain,No,Landing,20,0,7,Partial Survived,64.4666372,11.3345047,
1993,Nov,Morning,Cessna 421B Golden Eagle,Roadrunner Airlines,"Greensburg, Indiana",Land,North America,United States,Unknown,Unknown,Indiana,Unknown,Unknown,No,Unknown,5,0,5,None Survived,39.3372722,-85.483581,
1993,Nov,Evening,Hawker Siddeley HS-748-234 Srs. 2A,Air Manitoba,"Sandy Lake, Canada",Watery,North America,Canada,Gulf,"Sandy Lake,",Unknown,Unknown,Unknown,No,Unknown,7,0,7,None Survived,53.0455339,-93.1045142,
1993,Nov,Afternoon,McDonnell Douglas MD-82,China Northern Airlines,"Urumqi, China",Land,Asia,China,Unknown,Unknown,Unknown,Weather,Fog,No,Landing,102,0,12,Partial Survived,43.8244074,87.6139038,
1993,Nov,Evening,Antonov AN-124,Magistralnye Avialinii," Kerman, Iran",Land,Asia,Iran,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,17,0,17,None Survived,29.571858,57.301047,
1993,Nov,Night,Yakovlev YAK-42D,Aviaimpex (Macedonia)," Ohrid, Macedonia",Land,Europe,Macedonia,Unknown,Unknown,Unknown,Weather,Unknown,No,Landing,116,0,116,None Survived,41.1170203,20.8017715,
1993,Nov,Unknown,Beech Queen Air Model 80,Aerovias de Guatemala SA," Palencia, Guatemala",Land,North America,Guatemala,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,13,0,13,None Survived,14.683569,-90.3110987,
1993,Dec,Evening,British Aerospace Jetstream BA-3100,Express Airlines - Northwest Airlink,"Hibbing, Minnesota",Land,North America,United States,Unknown,Unknown,Minnesota,Weather,Fog,No,Landing,18,0,18,None Survived,47.427155,-92.937689,
1993,Dec,Unknown,Britten Norman BN-2A Trislander7,ArctiWings and Rotors,"Tuktoyaktuk, NWT, Canada",Land,North America,Canada,Unknown,Unknown,NWT,Unknown,Unknown,No,Unknown,7,0,7,None Survived,69.4440189,-133.031904,Matched: Tuktoyaktuk
1993,Dec,Unknown,DHC-6 Twin Otter 300 / NAMC YS-11,Air Senegal / Gambia Airways," Dakar, Senegal",Land,Africa,Senegal,Unknown,Unknown,Unknown,External,Unknown,No,Unknown,3,0,3,None Survived,14.693425,-17.447938,
1993,Dec,Morning,Yunshuji Y-12-II,Lao Aviation,"Phonesavanh, Laos",Land,Asia,Laos,Unknown,Unknown,Unknown,Weather,Fog,No,Landing,18,0,18,None Survived,17.9486274,102.6246379,
1993,Dec,Afternoon,Lockheed C-130H,Military - Philippine Air Force," Naga, Philippines",Land,Asia,Philippines,Unknown,Unknown,Unknown,Weather,Rain,No,Landing,29,0,29,None Survived,13.6240122,123.1850318,
1993,Dec,Evening,Israel Aircraft Industries 1124A,Air Taxi - Martin Aviation LP,"Santa Ana, California",Land,North America,United States,Unknown,Unknown,California,Unknown,Unknown,No,Landing,5,0,5,None Survived,33.7494951,-117.873221,
1993,Dec,Unknown,Antonov AN-26,Kuban Airlines,"Gyumri, Armenia",Land,Europe,Armenia,Unknown,Unknown,Unknown,Weather,Fog,No,Unknown,36,0,36,None Survived,40.7841374,43.8439415,
1994,Jan,Afternoon,Tupolev TU-154M,Baikal Air," Irrupts, Siberia, Russia",Land,Europe,Russia,Unknown,Unknown,Siberia,Unknown,Unknown,No,Take,124,1,124,None Survived,45.1685441,8.0902162,Matched: Siberia
1994,Oct,Unknown,Rockwell Turbo Commander 690B,Seaview Aviation," Lord Howe Island, NWSW, Australia",Land,Oceania,Australia,Unknown,Unknown,NWSW,Unknown,Unknown,No,Unknown,9,0,9,None Survived,-31.5540166,159.0856256,Matched: Lord Howe Island
1994,Jan,Evening,Beechcraft King Air B90,Kimura International,"Okeechobee, Florida",Land,North America,United States,Unknown,Unknown,Florida,Unknown,Unknown,No,Landing,10,0,10,None Survived,27.3923408,-80.8873655,
1994,Jan,Night,British Aerospace Jetstream 4101,AtlantiCoast Airlines (United Express),"Columbus, Ohio",Land,North America,United States,Unknown,Unknown,Ohio,Unknown,Unknown,No,Landing,8,0,5,Partial Survived,39.9622601,-83.0007065,
1994,Jan,Unknown,Learjet 24D,Scibe Airlift Cargo Zaire,"Kinshasa, Democratic Republic of Congo",Land,Unknown,Unknown,Unknown,Unknown,Democratic Republic of Congo,Unknown,Unknown,No,Unknown,2,0,2,None Survived,-4.3196982,15.3424196,Matched: Kinshasa
1994,Feb,Morning,Antonov AN-12V,North Western Air Transport,"Nalchik, Russia",Land,Europe,Russia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,13,0,13,None Survived,43.4769604,43.5966578,
1994,Feb,Unknown,Yakovlev YAK-40,Expresso AÃƒÂ©reo," Carpish, Peru",Land,South America,Peru,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,31,0,31,None Survived,-9.5303175,-76.1142754,
1994,Feb,Evening,Vickers 813 Viscount,British World Airways,"East Midlands, England",Land,Europe,England,Unknown,Unknown,Unknown,Mechanical,Rain,No,Unknown,2,0,1,Partial Survived,53.1188177,-1.2597069,
1994,Mar,Evening,McDonnell Douglas MD-82,Continental Airlines,"New York, New York",Land,North America,United States,Unknown,Unknown,New York,Unknown,Unknown,No,Take,116,0,0,All Survived,40.7127281,-74.0060152,
1994,Mar,Afternoon,Boeing 737-2R4C,Sahara,"New Delhi, India",Land,Asia,India,Unknown,Unknown,Unknown,Mechanical,Rain,No,Unknown,4,0,4,None Survived,28.6430858,77.2192671,
1994,Mar,Unknown,Swearingen SA.226AT Merlin IV,Jetcraft," Tamworth,  Australia",Land,Oceania,Australia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,1,0,1,None Survived,-31.0900743,150.9290159,
1994,Mar,Unknown,Lockheed C-130H Hercules,Military - U.S. Air Force," Malindi, Kenya",Land,Africa,Kenya,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,8,0,8,None Survived,-3.2295935,39.9749752,
1994,Mar,Night,Lockheed Hercules C-130,Military - Iranian Air Force, Nag,Land,Unknown,Nag,Unknown,Unknown,Unknown,External,Unknown,No,En Route,32,0,32,None Survived,21.0909079,79.0546789,
