Year,Month,DayPeriod,Type,Operator,Location,LocationType,Continent,Country,WaterBodyType,WaterBodyName,FederalSubject,CauseCategory,WeatherCondition,Survivors,FlightPhase,Aboard,Ground,Fatalities,SurvivalSeverity,latitude,longitude,geocoded_info
1970,Jan,Night,Cessna 180,Galena Air Service - Air Taxi,"Nulato, Alaska",Land,North America,United States,Unknown,Unknown,Alaska,Weather,Unknown,No,En Route,4,0,2,Partial Survived,64.7194444,-158.1030556,
1970,Jan,Night,Convair CV-990-30A-5,Spantax,"Stockholm, Sweden",Land,Europe,Sweden,Unknown,Unknown,Unknown,Unknown,Unknown,No,Take,10,0,5,Partial Survived,59.3251172,18.0710935,
1970,Jan,Afternoon,Douglas C-47,Military - Royal HelleniAir Force, Villia Greece,Land,Unknown,Villia Greece,Unknown,Unknown,Unknown,Weather,Fog,No,Unknown,27,0,23,Partial Survived,37.4700941,25.3225098,
1970,Jan,Morning,Douglas DC-3,Polynesian Airlines,"Faleolo, Western Samoa",Land,Unknown,Unknown,Unknown,Unknown,Western Samoa,Unknown,Unknown,No,Unknown,32,0,32,None Survived,-13.8273279,-172.0189578,
1970,Jan,Unknown,Douglas DC-4,Faucett,"Mount Pumacona, Peru",Land,South America,Peru,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,28,0,28,None Survived,-6.8699697,-75.0458515,Matched: Peru
1970,Jan,Night,Beechcraft TC-45J,Buckeye Air Service - Air Taxi,"Portage, Michigan",Land,North America,United States,Unknown,Unknown,Michigan,Unknown,Unknown,No,Unknown,2,0,2,None Survived,42.2011538,-85.5800022,
1970,Jan,Unknown,Convair CV-240-2,Charter -Federal Electricity Commission," Poza Rica, Mexico",Land,North America,Mexico,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,19,0,19,None Survived,20.5320852,-97.4536355,
1970,Jan,Unknown,Fokker F-27 Friendship 200,Royal Nepal Airlines," Delhi, India",Land,Asia,India,Unknown,Unknown,Unknown,Weather,Thunderstorm,No,Unknown,23,0,1,Partial Survived,28.6328027,77.2197713,
1970,Jan,Unknown,Antonov AN-24,Aeroflot," Batagai, Russia",Land,Europe,Russia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,34,0,34,None Survived,67.654907,134.635071,
1970,Jan,Morning,De Havilland Dove,TAG Airlines,"Cleveland, Ohio",Land,North America,United States,Unknown,Unknown,Ohio,Unknown,Unknown,No,En Route,9,0,9,None Survived,41.4996574,-81.6936772,
1970,Jan,Unknown,Tupolev TU-124,Aeroflot," Murmansk, Russia",Land,Europe,Russia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,11,0,11,None Survived,68.970665,33.07497,
1970,Feb,Unknown,Hawker Siddeley HS-748 1,Aerolineas Argentinas," Corrientes, Argentina",Land,South America,Argentina,Unknown,Unknown,Unknown,Weather,Unknown,No,Unknown,37,0,37,None Survived,-28.9956512,-57.812458,
1970,Feb,Unknown,Antonov AN-24V,Tarom,"Apuseni mountains, Romania",Land,Europe,Romania,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,22,0,21,Partial Survived,46.5,23.2,
1970,Feb,Unknown,Ilyushin IL-18V,Aeroflot," Samarkand, USSR",Land,Europe,Soviet Union,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,92,0,92,None Survived,39.6550017,66.9756954,Matched: Samarkand
1970,Feb,Evening,de Havilland Canada DHC-6 Twin Otter 100,Pilgrim Airlines,"Long Island Sound, Connecticut",Watery,North America,United States,Gulf,"Island Sound,",Connecticut,Unknown,Unknown,No,Unknown,5,0,5,None Survived,41.0508886,-72.9479898,
1970,Feb,Unknown,Douglas DC-3 (C-47-DL),Lineas AÃƒÂ©reas La Urraca,"Puerta Infrida, Colombia",Land,South America,Colombia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,12,2,12,None Survived,4.099917,-72.9088133,Matched: Colombia
1970,Feb,Evening,McDonnell Douglas DC-9-32,Compania Dominicana de Aviacion," Santo Domingo, Dominican Republic",Land,North America,Dominican Republic,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,102,0,102,None Survived,18.4801972,-69.942111,
1970,Feb,Evening,Cessna 402,Suburban Airlines - Air Taxi,"Elizabeth, New Jersey",Land,North America,United States,Unknown,Unknown,New Jersey,Unknown,Unknown,No,Landing,4,0,4,None Survived,40.6639916,-74.2107006,
1970,Feb,Unknown,Douglas DC-3,Air Congo,Congo,Land,Africa,Congo,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,17,0,17,None Survived,-2.9814344,23.8222636,
1970,Feb,Afternoon,Convair CV-990-30A-6,Swissair,"Zurich, Switzerland",Land,Europe,Switzerland,Unknown,Unknown,Unknown,Unknown,Unknown,No,Take,47,0,47,None Survived,47.3744489,8.5410422,
1970,Mar,Unknown,Handley Page Jetstream 1,Bavaria Flug,"St. Moritz, Switzerland",Land,Europe,Switzerland,Unknown,Unknown,Unknown,Weather,Snow,No,Unknown,11,0,11,None Survived,46.4978958,9.8392428,
1970,Mar,Unknown,Fairchild-Hiller FH-227B,Paraense Transportes Aereos,"Belem Bay, Brazil",Watery,South America,Brazil,Gulf,"Belem Bay,",Unknown,Unknown,Unknown,No,Landing,40,0,38,Partial Survived,27.9266794,-80.6249896,Matched: Belem Bay
1970,Mar,Morning,Lockheed EC-121P,Military - U.S. Navy," Da Nang, South Vietnam",Land,Unknown,Unknown,Unknown,Unknown,South Vietnam,Unknown,Unknown,No,Landing,31,0,23,Partial Survived,16.0339098,108.1135382,
1970,Mar,Afternoon,Beechcraft C-45H,Commuter Airline - Air Taxi,"BinghaMountainon, New York",Land,North America,United States,Unknown,Unknown,New York,Weather,Snow,No,Unknown,11,0,3,Partial Survived,42.098698,-75.9125187,
1970,Mar,Evening,Piper PA-32,Grand Canyon Airlines,"Colorado City, Arizona",Land,North America,United States,Unknown,Unknown,Arizona,Weather,Thunderstorm,No,En Route,6,0,6,None Survived,36.9899107,-112.9765425,
1970,Apr,Morning,Aerospatiale Caravelle 3,Royal Air Maroc,"Casablanca, Morocco",Land,Africa,Morocco,Unknown,Unknown,Unknown,Weather,Fog,No,Landing,82,0,61,Partial Survived,33.5945144,-7.6200284,
1970,Apr,Unknown,Antonov AN-24V,Aeroflot,"Novosibirsk, Russia",Land,Europe,Russia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,45,0,45,None Survived,55.0288307,82.9226887,
1970,Apr,Night,Piper PA-32,East Coast Air - Air Taxi,"Cambridge, Maryland",Land,North America,United States,Unknown,Unknown,Maryland,Weather,Fog,No,Unknown,3,0,3,None Survived,38.5714624,-76.0763177,
1970,Apr,Unknown,Lockheed AC-130A Hercules,Military - U.S. Air Force,"Dak Seang, Laos",Watery,Asia,Laos,Sea,"Dak Seang,",Unknown,External,Unknown,No,Unknown,10,0,10,None Survived,20.0171109,103.378253,Matched: Laos
1970,Apr,Unknown,Hawker Siddeley HS-748-209,Philippine Air Lines,"Manila, Philippines",Land,Asia,Philippines,Unknown,Unknown,Unknown,Weather,Rain,No,Unknown,36,0,36,None Survived,14.5904492,120.9803621,
1970,Apr,Unknown,Fairchild C-119G,Military - Italian Air Force,"Rivolto, Italy",Land,Europe,Italy,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,19,0,19,None Survived,45.9537387999999,13.0205074,
1970,Apr,Unknown,de Havilland Canada DHC-6 Twin Otter 100,Trans Australia Airlines,"Kainatu,  New Guinea",Land,Unknown,Unknown,Unknown,Unknown,New Guinea,Unknown,Unknown,No,Unknown,11,0,8,Partial Survived,-5.5226203,142.0871194,Matched: New Guinea
1970,May,Afternoon,McDonnell Douglas DC-9-33CF,Antillian Airlines," St. Croix, US Virgin Islands",Land,Unknown,Unknown,Unknown,Unknown,US Virgin Islands,Weather,Rain,No,Landing,63,0,23,Partial Survived,17.729124,-64.7589156,
1970,May,Unknown,Convair CV-240,Military - U.S. Air Force,"Hamilton AFB, California",Land,North America,United States,Unknown,Unknown,California,Unknown,Unknown,No,Unknown,14,0,13,Partial Survived,38.0501283,-122.5136335,
1970,May,Unknown,Vickers 785D Viscount,Somali Airlines,"Mogadishu, Somalia",Land,Africa,Somalia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,30,0,5,Partial Survived,2.0349312,45.3419183,
1970,May,Unknown,Fokker F-27 Friendship 100,Philippine Air Lines,"Iligan, Philippines",Land,Asia,Philippines,Unknown,Unknown,Unknown,Unknown,Unknown,No,Take,33,0,1,Partial Survived,8.2281556,124.2411508,
1970,May,Night,Gates Learjet 23,Executive Jet Sales Inc.,"Pellston, Michigan",Land,North America,United States,Unknown,Unknown,Michigan,Weather,Rain,No,Landing,6,0,6,None Survived,45.552789,-84.783936,
1970,May,Unknown,Antonov AN-10,Aeroflot,"Kishiniev, Moldavia, USSR",Land,Europe,Soviet Union,Unknown,Unknown,Moldavia,Weather,Rain,No,Unknown,11,0,11,None Survived,47.2879608,28.5670941,Matched: Moldavia
1970,May,Unknown,Curtiss C-46A-55-CK,Linea Aeropostal Venezolana," Puntarenas, Costa Rica",Land,North America,Costa Rica,Unknown,Unknown,Unknown,Unknown,Unknown,No,En Route,6,0,6,None Survived,9.0953279,-84.2003038,
1970,May,Unknown,de Havilland DH-114 Heron 1B,Aeroservice S de RL," Tegucigalpa, Honduras",Land,North America,Honduras,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,6,0,6,None Survived,14.1057433,-87.2040052,
1970,May,Morning,Martin 404,Lehigh Acres Development Inc.,"Chamblee, Georgia",Land,Europe,Georgia,Unknown,Unknown,Unknown,Weather,Rain,No,Unknown,33,5,1,Partial Survived,33.892176,-84.2988296,
1970,Jun,Night,Tupolev TU-104A,Ceskoslovenske Aerolinie,"Tripoli, Libya",Land,Africa,Libya,Unknown,Unknown,Unknown,Human Error,Fog,No,Landing,13,0,13,None Survived,32.896672,13.1777923,
1970,Jun,Unknown,Fokker F-27 Friendship 100,Philippine Air Lines,"Roxas, Philippines",Land,Asia,Philippines,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,44,0,1,Partial Survived,11.5895171,122.7500577,
1970,Jun,Unknown,Fokker F-27 Friendship 400M,LADE," Huaricanga, Peru",Land,South America,Peru,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,8,0,5,Partial Survived,-10.4884858,-77.7507097,
1970,Jul,Afternoon,Douglas DC-3,Reeder Flying Service,"McGrath, Alakska",Land,Unknown,Unknown,Unknown,Unknown,Alakska,Unknown,Unknown,No,Unknown,27,0,5,Partial Survived,46.2400439,-93.2729051,Matched: McGrath
1970,Jul,Evening,de Havilland Comet 4,Dan Air Services," Arbucias, Gerona, Spain",Land,Europe,Spain,Unknown,Unknown,Gerona,Unknown,Unknown,No,Landing,112,0,112,None Survived,41.8160629,2.5141453,
1970,Jul,Morning,McDonnell Douglas DC-8-63,Air Canada,"Toronto, Canada",Land,North America,Canada,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,109,0,109,None Survived,43.6534817,-79.3839347,
1970,Jul,Evening,Antonov AN-22,Military - Soviet Air Force,North Atlantic Ocean,Watery,Unknown,Unknown,Ocean,North Atlantic Ocean,Unknown,Unknown,Unknown,No,Take,23,0,23,None Survived,40.0,-40.0,
1970,Jul,Morning,Cessna 310J,Del Rio Flying Service - Air Taxi,"Lincoln, New Mexico",Land,North America,United States,Unknown,Unknown,New Mexico,Weather,Unknown,No,Unknown,7,0,7,None Survived,33.7525727,-105.4158806,
1970,Jul,Morning,McDonnell Douglas DC-8-63AF,Flying Tiger Line,"Tokyo, Japan",Land,Asia,Japan,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,4,0,4,None Survived,35.6768601,139.7638947,
1970,Jul,Unknown,Nord 2501 Noratlas,Military - Forces Militaires FranÃƒÂ§aises,"Pau, France",Land,Europe,France,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,37,0,37,None Survived,43.2957547,-0.3685668,
1970,Aug,Unknown,Lockheed P-3A Orion,Military - United States Navy," Las Vegas, Nevada",Land,North America,United States,Unknown,Unknown,Nevada,Weather,Thunderstorm,No,Unknown,10,0,10,None Survived,36.1674263,-115.1484131,
1970,Aug,Night,Fokker F-27 Friendship 200,Pakistan International Airlines,"Islamabad, Pakistan",Land,Asia,Pakistan,Unknown,Unknown,Unknown,Weather,Rain,No,Take,30,0,30,None Survived,33.6938118,73.0651511,
1970,Aug,Afternoon,Lockheed 188A Electra,Lineas Aereas Nacionales SA (Peru)," Cuzco, Peru",Land,South America,Peru,Unknown,Unknown,Unknown,Unknown,Unknown,No,Take,100,2,99,Partial Survived,-13.5169542,-71.9792712,
1970,Aug,Night,NAMC YS-11A-219,China Airlines (Taiwan),"Taipei, Taiwan",Land,Asia,Taiwan,Unknown,Unknown,Unknown,Weather,Fog,No,Landing,31,0,14,Partial Survived,25.0375198,121.5636796,
1970,Aug,Unknown,Boeing Vertol CH47B (helicopter),Military - U.S. Army," Tam Ky, South Vietnam",Land,Unknown,Unknown,Unknown,Unknown,South Vietnam,External,Unknown,No,Unknown,32,0,30,Partial Survived,15.5758088,108.5002773,Matched: Tam Ky
1970,Aug,Unknown,Fokker F-27 Friendship 400,Indian Airlines," Silcher, India",Land,Asia,India,Unknown,Unknown,Unknown,Unknown,Unknown,No,Take,39,0,39,None Survived,48.7921477,9.4029361,Matched: Silcher
1970,Aug,Unknown,Britten-Norman BN-2A Islander,Dutch Continental Airways,"Haringvreter, Netherlands",Land,Europe,Netherlands,Unknown,Unknown,Unknown,Weather,Fog,No,Unknown,10,0,3,Partial Survived,51.5449906,3.6899885,
1970,Sep,Unknown,Tupolev TU-124,Aeroflot," Dnepropetrovsk, Ukraine, USSR",Land,Europe,Soviet Union,Unknown,Unknown,Ukraine,Unknown,Unknown,No,Unknown,37,0,37,None Survived,48.4680221,35.0417711,Matched: Dnepropetrovsk
1970,Sep,Unknown,Yakovlev YAK-40,Aeroflot," Leningrad, USSR",Land,Europe,Soviet Union,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,22,0,22,None Survived,59.9606739,30.1586551,Matched: Leningrad
1970,Sep,Afternoon,McDonnell Douglas DC-8-63CF,Trans International Airlines,"New York, New York",Land,North America,United States,Unknown,Unknown,New York,Unknown,Unknown,No,Take,11,0,11,None Survived,40.7127281,-74.0060152,
1970,Sep,Unknown,Britten-Norman BN-2A Islander,San Juan Air,"Orocovis, Puerto Rico",Land,North America,Puerto Rico,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,1,0,1,None Survived,18.2206237,-66.4345635,
1970,Sep,Morning,Cessna T337B,Eagle Flight - Air Taxi,"Cranbrook, Canada",Land,North America,Canada,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,4,0,4,None Survived,49.5107477,-115.7672772,
1970,Sep,Unknown,Fokker F-27 Friendship 300,Icelandair," Vagar, Denmark",Land,Europe,Denmark,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,34,0,8,Partial Survived,62.0898985,-7.2345841,Matched: Vagar
1970,Sep,Unknown,Douglas DC-3-DST,Air Vietnam (South Vietnam)," Da Nang, Vietnam",Land,Asia,Vietnam,Unknown,Unknown,Unknown,Weather,Unknown,No,Unknown,38,0,38,None Survived,16.068,108.212,
1970,Oct,Unknown,Antonov An-12B,Aeroflot,"Mys-Kammenyj, Russia",Land,Europe,Russia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,8,0,8,None Survived,64.6863136,97.7453061,Matched: Russia
1970,Oct,Afternoon,Martin 404,"Charter, Golden Eagle Aviation Inc.","Mount Trelease,  Silver Plume, Colorado",Land,Unknown,Colorado,Unknown,Unknown,Silver Plume,Weather,Rain,No,Unknown,40,0,30,Partial Survived,39.6955547,-105.9031271,Matched: Mount Trelease
1970,Oct,Afternoon,Lockheed C-130E,Military - U.S. Air Force," Taipei, Taiwan",Land,Asia,Taiwan,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,43,0,43,None Survived,25.0375198,121.5636796,
1970,Oct,Afternoon,Aero Commander 500-B,Private,"Mahaffey, Pennsylvania",Land,North America,United States,Unknown,Unknown,Pennsylvania,Unknown,Unknown,No,Unknown,2,0,2,None Survived,40.8728411,-78.724196,
1970,Oct,Unknown,Douglas DC-3,National Airways," Germiston, South Africa",Land,Africa,South Africa,Unknown,Unknown,Unknown,Unknown,Unknown,No,Take,11,0,3,Partial Survived,-26.229444,28.180556,
1970,Oct,Night,Lockheed L-100-20 Hercules,Saturn Airways,"Dayton, Ohio",Land,North America,United States,Unknown,Unknown,Ohio,Weather,Fog,No,Unknown,3,0,3,None Survived,39.7589478,-84.1916069,
1970,Oct,Afternoon,Piper PA-28R,Delaware Aviation - Air Taxi,"New Castle, Delaware",Land,North America,United States,Unknown,Unknown,Delaware,Unknown,Clear,No,Landing,2,0,2,None Survived,39.6159851,-75.662956,
1970,Oct,Unknown,Curtiss C-46D,Aerocosta Colombia,"Pointe-ÃƒÂ -Pitre, Guadeloupe",Land,Unknown,Unknown,Unknown,Unknown,Guadeloupe,Unknown,Unknown,No,Landing,4,0,2,Partial Survived,16.2408636,-61.5334077,
1970,Nov,Evening,McDonnell Douglas DC-9-31,Southern Airways," Huntington, West Virginia",Land,North America,United States,Unknown,Unknown,West Virginia,Weather,Fog,No,Landing,75,0,75,None Survived,38.4192496,-82.445154,
1970,Nov,Morning,de Havilland RU-6A Beaver /Bell UH-1H,Military - Vietnamese Air Force / Military - U.S. Army,"Nar Can Tho, South Vietnam",Land,Unknown,Unknown,Unknown,Unknown,South Vietnam,External,Unknown,No,Unknown,18,0,18,None Survived,52.5398428,13.4117863,Matched: South Vietnam
1970,Nov,Evening,McDonnell Douglas DC-8-63CF,Capital Airlines,"Anchorage, Alaska",Land,North America,United States,Unknown,Unknown,Alaska,Unknown,Unknown,No,Take,229,0,47,Partial Survived,61.2163129,-149.894852,
1970,Nov,Afternoon,Fairchild C-123K,Military - U.S. Air Force," Nha Trang, South Vietnam",Land,Unknown,Unknown,Unknown,Unknown,South Vietnam,Unknown,Unknown,No,Unknown,79,0,79,None Survived,12.2774415,109.1322027,
1970,Nov,Afternoon,Fairchild C-123K,Military - U.S. Air Force," Cam Ranh, South Vietnam",Land,Unknown,Unknown,Unknown,Unknown,South Vietnam,Weather,Unknown,No,Unknown,44,0,42,Partial Survived,11.9166696,109.14861,Matched: Cam Ranh
1970,Dec,Unknown,Canadair CL-44J,Cargolux,"Dhaka, Bangladesh",Land,Asia,Bangladesh,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,4,0,4,None Survived,23.7643863,90.3890144,
1970,Dec,Unknown,Douglas DC-3,Jamair,"Delhi, India",Land,Asia,India,Unknown,Unknown,Unknown,Unknown,Unknown,No,Take,16,0,5,Partial Survived,28.6328027,77.2197713,
1970,Dec,Unknown,BAC One-Eleven  424EU,Tarom," Constanta, Romania",Land,Europe,Romania,Unknown,Unknown,Unknown,Weather,Unknown,No,Landing,27,0,18,Partial Survived,44.1767161,28.6507598,
1970,Dec,Unknown,Antonov AN-22,Aeroflot,"Panarah, Pakistan",Land,Asia,Pakistan,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,25,0,25,None Survived,30.3308401,71.247499,Matched: Pakistan
1970,Dec,Afternoon,Boeing B-727-2A7,Trans Caribbean Airways,"St. Thomas, Virgin Islands",Land,Unknown,Unknown,Unknown,Unknown,Virgin Islands,Unknown,Unknown,No,Landing,55,0,2,Partial Survived,18.3429081,-64.9188997,
1970,Dec,Unknown,Fokker F-27 Friendship 200,Pakistan International Airlines," Shemshernagar,  Pakistan",Land,Asia,Pakistan,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,35,0,7,Partial Survived,19.0749388,79.4869718,Matched: Shemshernagar
1970,Dec,Unknown,Nord 262E,Rousseau Aviaiton," Algiers, Algeria",Land,Africa,Algeria,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,31,0,31,None Survived,36.7729333,3.0588445,
1970,Dec,Unknown,Ilyushin IL-18B,Aeroflot,"Leningrad, Russia",Land,Europe,Russia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Take,93,0,93,None Survived,59.9606739,30.1586551,
1971,Jan,Unknown,de Havilland Comet 4C,United Arab Airlines,"Ben Gashir, Libya",Land,Africa,Libya,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,16,0,16,None Survived,26.8234472,18.1236723,Matched: Libya
1971,Jan,Afternoon,Boeing B-707-323 / Cessna 150,American Airlines / Private,"Edison, New Jersey",Land,North America,United States,Unknown,Unknown,New Jersey,External,Unknown,No,Unknown,21,0,2,Partial Survived,40.518157,-74.4113926,
1971,Jan,Afternoon,Ilyushin IL-18,Balkan Bulgarian Airlines,"Zurich, Switzerland",Land,Europe,Switzerland,Unknown,Unknown,Unknown,Weather,Unknown,No,Landing,47,0,45,Partial Survived,47.3744489,8.5410422,
1971,Jan,Unknown,Nord 262A-34,L'ArmÃƒÂ©e de L'Air," Privas, France",Land,Europe,France,Unknown,Unknown,Unknown,Weather,Rain,No,Unknown,21,0,21,None Survived,44.7352708,4.5986733,
1971,Jan,Morning,Curtiss-Wright C-46,Fuerza AÃƒÂ©rea del Peru," Pacae, Peru",Land,South America,Peru,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,35,0,35,None Survived,-9.0242614,-76.066128,
1971,Jan,Unknown,Antonov AN-12,Aeroflot,"Surgut, USSR",Land,Europe,Soviet Union,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,13,0,13,None Survived,61.254032,73.3964,Matched: Surgut
1988,Oct,Unknown,Beech King Air F90,Aramar,"Sao Pedro da Aldeia, Brazil",Land,South America,Brazil,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,8,0,8,None Survived,-22.8384835,-42.1031604,
1971,Jan,Unknown,Fokker F-27 Friendship 500,Korean Airlines," Sokcho, South Korea",Land,Asia,South Korea,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,60,0,2,Partial Survived,38.2069574,128.5913424,
1971,Jan,Unknown,Vickers Viscount 749,Linea Aeropostal Venezolana,"Merida, Venezuela",Land,South America,Venezuela,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,48,0,18,Partial Survived,8.5816963,-71.1658075,
1971,Jan,Unknown,Antonov AN-10,Aeroflot,"Voroshilovgrad, Russia",Land,Europe,Russia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,7,0,7,None Survived,48.5717084,39.2973153,Matched: Voroshilovgrad
1971,Feb,Afternoon,Piper PA-28,Jamie Ramirez - Air Taxi,"Aguadilla, Puerto Rico",Land,North America,Puerto Rico,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,3,0,3,None Survived,18.4496551,-67.1184764,
1971,Feb,Unknown,Curtiss C-46,TAME,"Mount Cunatineuta, Ecuador",Land,South America,Ecuador,Unknown,Unknown,Unknown,Weather,Unknown,No,Unknown,12,0,12,None Survived,-1.3397668,-79.3666965,Matched: Ecuador
